date,year,moex_index,rts_index,ofz_10y_yield_pct,ruonia_pct,usd_rub,moex_trading_halted
2014-06-02,2014,1418.0,1220.82,6.99,7.68,34.87,0
2014-06-03,2014,1413.0,1212.11,8.38,7.71,35.12,0
2014-06-04,2014,1387.0,1185.21,6.78,7.67,34.95,0
2014-06-05,2014,1400.0,1192.07,8.87,7.56,34.96,0
2014-06-06,2014,1445.0,1226.4,7.27,7.53,35.37,0
2014-06-09,2014,1403.0,1177.77,7.15,7.8,35.27,0
2014-06-10,2014,1392.0,1164.02,9.11,7.7,35.98,0
2014-06-11,2014,1400.0,1167.07,9.28,7.7,36.16,0
2014-06-12,2014,1408.0,1169.12,8.81,7.84,35.66,0
2014-06-13,2014,1420.0,1174.88,7.49,7.62,36.3,0
2014-06-16,2014,1412.0,1156.42,8.25,7.52,36.57,0
2014-06-17,2014,1389.0,1133.77,10.02,7.59,37.19,0
2014-06-18,2014,1421.0,1155.72,7.97,7.7,37.27,0
2014-06-19,2014,1412.0,1144.61,10.0,7.76,37.26,0
2014-06-20,2014,1390.0,1122.74,8.64,7.86,37.5,0
2014-06-23,2014,1392.0,1113.07,9.5,7.84,37.41,0
2014-06-24,2014,1403.0,1118.22,7.48,7.58,37.73,0
2014-06-25,2014,1410.0,1119.97,9.43,8.01,37.7,0
2014-06-26,2014,1366.0,1081.21,9.44,7.76,37.6,0
2014-06-27,2014,1391.0,1097.52,9.08,7.9,38.06,0
2014-06-30,2014,1387.0,1082.86,9.69,7.87,38.39,0
2014-07-01,2014,1377.0,1071.52,9.22,7.83,38.48,0
2014-07-02,2014,1378.0,1066.62,8.52,7.82,38.73,0
2014-07-03,2014,1406.0,1082.82,8.73,7.76,38.97,0
2014-07-04,2014,1398.0,1071.3,9.37,7.75,39.43,0
2014-07-07,2014,1428.0,1077.35,9.0,7.87,39.58,0
2014-07-08,2014,1384.0,1038.76,8.54,7.78,39.56,0
2014-07-09,2014,1397.0,1043.08,8.84,8.03,40.39,0
2014-07-10,2014,1401.0,1040.75,9.62,7.92,40.66,0
2014-07-11,2014,1412.0,1043.63,6.75,8.09,40.7,0
2014-07-14,2014,1423.0,1036.19,8.95,7.91,40.82,0
2014-07-15,2014,1402.0,1016.32,8.33,7.91,41.36,0
2014-07-16,2014,1384.0,997.77,9.62,8.01,41.7,0
2014-07-17,2014,1391.0,998.24,7.69,7.95,41.45,0
2014-07-18,2014,1407.0,1004.38,8.4,8.06,41.76,0
2014-07-21,2014,1426.0,1003.93,7.49,8.13,42.57,0
2014-07-22,2014,1384.0,969.54,9.3,8.11,43.24,0
2014-07-23,2014,1390.0,968.88,9.09,8.14,43.11,0
2014-07-24,2014,1423.0,987.61,8.82,8.1,43.04,0
2014-07-25,2014,1390.0,959.8,8.48,8.0,43.37,0
2014-07-28,2014,1396.0,950.51,8.25,8.17,43.82,0
2014-07-29,2014,1435.0,972.89,8.99,8.14,44.11,0
2014-07-30,2014,1413.0,953.48,9.73,8.04,44.72,0
2014-07-31,2014,1413.0,948.97,9.3,8.06,43.98,0
2014-08-01,2014,1442.0,964.45,7.1,8.1,45.34,0
2014-08-04,2014,1402.0,928.09,8.62,8.24,46.11,0
2014-08-05,2014,1398.0,923.02,9.42,8.18,45.51,0
2014-08-06,2014,1448.0,952.72,8.61,8.19,45.29,0
2014-08-07,2014,1424.0,934.05,8.9,8.19,46.17,0
2014-08-08,2014,1432.0,936.22,9.93,8.19,45.99,0
2014-08-11,2014,1416.0,916.83,9.9,8.17,46.13,0
2014-08-12,2014,1419.0,916.34,7.61,8.34,46.11,0
2014-08-13,2014,1409.0,907.09,8.91,8.21,46.46,0
2014-08-14,2014,1427.0,915.55,8.95,8.31,46.83,0
2014-08-15,2014,1436.0,918.48,10.09,8.29,47.24,0
2014-08-18,2014,1426.0,903.49,8.17,8.43,47.45,0
2014-08-19,2014,1441.0,910.25,7.75,8.36,47.66,0
2014-08-20,2014,1434.0,903.27,9.05,8.32,47.5,0
2014-08-21,2014,1405.0,882.34,9.11,8.49,48.1,0
2014-08-22,2014,1421.0,889.38,8.56,8.36,47.84,0
2014-08-25,2014,1416.0,878.53,10.58,8.49,49.07,0
2014-08-26,2014,1437.0,888.74,8.46,8.59,48.25,0
2014-08-27,2014,1432.0,883.11,7.72,8.45,48.8,0
2014-08-28,2014,1426.0,877.08,7.92,8.51,49.65,0
2014-08-29,2014,1442.0,883.95,8.1,8.5,49.34,0
2014-09-01,2014,1393.0,846.74,8.01,8.59,49.67,0
2014-09-02,2014,1417.0,856.44,8.81,8.59,49.74,0
2014-09-03,2014,1420.0,854.12,8.14,8.68,49.9,0
2014-09-04,2014,1435.0,858.85,9.52,8.58,50.06,0
2014-09-05,2014,1442.0,858.79,8.85,8.74,50.15,0
2014-09-08,2014,1438.0,843.83,9.71,8.82,50.51,0
2014-09-09,2014,1418.0,827.65,10.67,8.72,51.65,0
2014-09-10,2014,1449.0,841.91,10.61,8.65,51.01,0
2014-09-11,2014,1446.0,836.13,8.94,8.73,52.16,0
2014-09-12,2014,1421.0,817.37,8.87,8.74,52.01,0
2014-09-15,2014,1446.0,820.33,9.72,8.94,52.5,0
2014-09-16,2014,1460.0,824.1,8.84,8.8,53.75,0
2014-09-17,2014,1485.0,833.99,9.94,8.94,52.79,0
2014-09-18,2014,1438.0,804.25,9.52,8.85,53.37,0
2014-09-19,2014,1473.0,819.82,8.49,8.86,53.66,0
2014-09-22,2014,1446.0,793.66,9.3,8.87,54.73,0
2014-09-23,2014,1445.0,789.2,10.65,8.9,54.65,0
2014-09-24,2014,1448.0,787.17,9.66,9.0,55.81,0
2014-09-25,2014,1481.0,801.9,9.85,8.89,54.81,0
2014-09-26,2014,1475.0,794.75,9.96,9.04,57.52,0
2014-09-29,2014,1473.0,782.95,9.43,9.12,55.95,0
2014-09-30,2014,1488.0,787.74,9.06,8.98,58.03,0
2014-10-01,2014,1483.0,781.34,9.75,9.14,57.43,0
2014-10-02,2014,1482.0,780.0,8.21,9.14,56.94,0
2014-10-03,2014,1472.0,774.16,10.08,9.14,57.15,0
2014-10-06,2014,1453.0,761.6,8.32,9.07,57.06,0
2014-10-07,2014,1499.0,784.85,10.67,9.12,57.45,0
2014-10-08,2014,1491.0,780.12,10.41,9.14,57.01,0
2014-10-09,2014,1492.0,779.9,8.7,9.33,57.73,0
2014-10-10,2014,1453.0,758.28,10.46,9.18,57.55,0
2014-10-13,2014,1443.0,751.18,10.4,9.21,57.19,0
2014-10-14,2014,1446.0,751.67,10.29,9.15,57.9,0
2014-10-15,2014,1470.0,763.26,9.19,9.18,57.93,0
2014-10-16,2014,1449.0,751.55,9.84,9.22,57.49,0
2014-10-17,2014,1437.0,744.75,9.74,9.32,57.69,0
2014-10-20,2014,1446.0,747.11,9.61,9.22,58.3,0
2014-10-21,2014,1425.0,735.42,9.82,9.3,58.63,0
2014-10-22,2014,1412.0,728.1,8.96,9.22,58.12,0
2014-10-23,2014,1435.0,739.28,11.16,9.49,58.68,0
2014-10-24,2014,1422.0,731.69,11.36,9.4,58.85,0
2014-10-27,2014,1424.0,730.43,9.44,9.47,59.09,0
2014-10-28,2014,1377.0,705.56,9.23,9.37,58.74,0
2014-10-29,2014,1405.0,719.05,9.03,9.57,58.18,0
2014-10-30,2014,1417.0,724.52,11.05,9.61,59.08,0
2014-10-31,2014,1390.0,710.0,8.97,9.51,58.63,0
2014-11-03,2014,1389.0,703.61,11.14,9.53,59.48,0
2014-11-04,2014,1416.0,714.14,11.39,9.64,59.18,0
2014-11-05,2014,1428.0,717.41,9.66,9.67,59.42,0
2014-11-06,2014,1401.0,701.45,10.89,9.71,59.6,0
2014-11-07,2014,1413.0,704.4,10.21,9.72,59.53,0
2014-11-10,2014,1415.0,697.6,9.69,9.81,60.58,0
2014-11-11,2014,1394.0,684.34,11.05,9.7,60.59,0
2014-11-12,2014,1441.0,704.95,9.96,9.86,61.6,0
2014-11-13,2014,1418.0,691.22,8.62,9.77,61.03,0
2014-11-14,2014,1419.0,689.06,10.68,9.63,61.46,0
2014-11-17,2014,1431.0,686.89,10.85,9.87,62.48,0
2014-11-18,2014,1398.0,668.99,10.59,9.88,63.63,0
2014-11-19,2014,1441.0,687.0,9.9,9.97,62.6,0
2014-11-20,2014,1444.0,685.9,10.8,10.04,62.48,0
2014-11-21,2014,1429.0,676.31,9.85,10.02,62.74,0
2014-11-24,2014,1437.0,672.56,10.34,10.23,63.66,0
2014-11-25,2014,1424.0,664.16,9.9,10.05,63.99,0
2014-11-26,2014,1445.0,671.62,10.99,9.96,65.76,0
2014-11-27,2014,1417.0,656.14,11.82,10.17,65.3,0
2014-11-28,2014,1431.0,660.36,9.39,10.12,64.86,0
2014-12-01,2014,1434.0,654.81,9.64,10.15,66.7,0
2014-12-02,2014,1431.0,656.2,11.72,10.41,65.12,0
2014-12-03,2014,1449.0,666.93,10.52,10.57,64.95,0
2014-12-04,2014,1466.0,677.94,11.16,10.77,64.64,0
2014-12-05,2014,1424.0,661.45,11.44,11.14,65.14,0
2014-12-08,2014,1428.0,672.08,11.98,11.62,63.73,0
2014-12-09,2014,1405.0,663.9,10.92,11.78,64.26,0
2014-12-10,2014,1434.0,680.74,13.0,12.12,63.43,0
2014-12-11,2014,1406.0,670.25,11.41,12.17,63.39,0
2014-12-12,2014,1467.0,702.53,13.96,12.29,61.74,0
2014-12-15,2014,1379.0,669.31,14.07,12.87,60.97,0
2014-12-16,2014,1442.0,702.9,12.63,13.16,60.71,0
2014-12-17,2014,1420.0,695.42,14.77,13.23,61.04,0
2014-12-18,2014,1382.0,680.17,14.61,13.46,60.22,0
2014-12-19,2014,1439.0,711.13,15.76,13.72,61.3,0
2014-12-22,2014,1378.0,690.64,15.66,14.43,59.76,0
2014-12-23,2014,1386.0,698.04,14.95,14.64,59.87,0
2014-12-24,2014,1368.0,692.15,15.4,14.78,59.06,0
2014-12-25,2014,1385.0,704.11,15.98,14.92,59.41,0
2014-12-26,2014,1385.0,707.27,16.32,15.07,57.82,0
2014-12-29,2014,1394.0,722.11,16.09,15.74,57.88,0
2014-12-30,2014,1419.0,738.71,17.16,16.04,57.85,0
2014-12-31,2014,1367.0,715.47,15.88,16.11,57.61,0
2015-01-01,2015,1329.0,698.93,18.12,16.25,56.92,0
2015-01-02,2015,1385.0,728.48,16.39,16.23,56.26,0
2015-01-05,2015,1366.0,719.37,15.06,16.1,57.42,0
2015-01-06,2015,1405.0,740.55,15.32,16.12,56.76,0
2015-01-07,2015,1375.0,724.7,17.81,15.97,56.77,0
2015-01-08,2015,1363.0,718.86,17.17,16.02,57.91,0
2015-01-09,2015,1359.0,717.11,16.24,15.99,56.91,0
2015-01-12,2015,1387.0,732.64,17.63,15.84,56.55,0
2015-01-13,2015,1372.0,725.22,15.5,15.68,56.5,0
2015-01-14,2015,1401.0,741.0,15.36,15.72,57.03,0
2015-01-15,2015,1374.0,726.66,15.05,15.64,56.34,0
2015-01-16,2015,1401.0,741.42,16.1,15.64,56.92,0
2015-01-19,2015,1355.0,718.26,15.88,15.46,57.11,0
2015-01-20,2015,1350.0,715.61,15.01,15.57,56.55,0
2015-01-21,2015,1392.0,738.45,14.62,15.44,57.01,0
2015-01-22,2015,1371.0,727.51,15.64,15.25,56.51,0
2015-01-23,2015,1375.0,729.71,14.81,15.23,56.2,0
2015-01-26,2015,1363.0,724.49,16.01,15.31,55.69,0
2015-01-27,2015,1362.0,724.29,15.72,15.15,56.54,0
2015-01-28,2015,1391.0,739.85,14.62,15.09,56.52,0
2015-01-29,2015,1380.0,734.51,14.26,15.17,56.81,0
2015-01-30,2015,1363.0,725.83,15.85,15.02,56.74,0
2015-02-02,2015,1395.0,741.89,16.24,14.83,57.37,0
2015-02-03,2015,1403.0,744.19,15.41,14.81,56.3,0
2015-02-04,2015,1383.0,731.7,15.56,14.93,56.86,0
2015-02-05,2015,1403.0,740.41,16.85,15.02,56.53,0
2015-02-06,2015,1371.0,721.71,16.18,14.9,57.4,0
2015-02-09,2015,1401.0,732.22,14.68,14.73,56.96,0
2015-02-10,2015,1395.0,727.5,16.48,14.72,57.95,0
2015-02-11,2015,1380.0,718.15,15.44,14.72,57.32,0
2015-02-12,2015,1430.0,741.99,15.13,14.53,58.15,0
2015-02-13,2015,1400.0,724.89,15.61,14.67,58.5,0
2015-02-16,2015,1390.0,714.62,14.85,14.64,57.63,0
2015-02-17,2015,1401.0,718.82,16.28,14.71,57.86,0
2015-02-18,2015,1388.0,710.16,13.72,14.64,58.73,0
2015-02-19,2015,1384.0,706.7,14.67,14.68,58.82,0
2015-02-20,2015,1397.0,711.7,13.61,14.64,58.76,0
2015-02-23,2015,1402.0,709.22,15.33,14.54,59.08,0
2015-02-24,2015,1396.0,704.63,14.07,14.41,59.04,0
2015-02-25,2015,1432.0,721.2,14.68,14.41,59.74,0
2015-02-26,2015,1399.0,702.96,15.95,14.23,59.26,0
2015-02-27,2015,1398.0,700.57,13.83,14.35,60.03,0
2015-03-02,2015,1397.0,696.29,13.06,14.31,59.93,0
2015-03-03,2015,1397.0,695.3,14.94,14.21,60.07,0
2015-03-04,2015,1437.0,714.64,14.3,14.09,60.93,0
2015-03-05,2015,1426.0,707.87,13.57,14.31,60.88,0
2015-03-06,2015,1434.0,711.36,14.3,14.19,60.01,0
2015-03-09,2015,1444.0,713.57,13.72,14.21,60.28,0
2015-03-10,2015,1422.0,701.9,13.66,14.11,61.15,0
2015-03-11,2015,1454.0,717.07,15.52,14.13,60.15,0
2015-03-12,2015,1419.0,699.05,14.0,14.08,61.63,0
2015-03-13,2015,1413.0,694.93,14.71,13.91,61.06,0
2015-03-16,2015,1442.0,706.72,14.0,13.84,60.92,0
2015-03-17,2015,1439.0,704.59,15.4,13.82,61.28,0
2015-03-18,2015,1440.0,704.38,15.33,13.75,62.02,0
2015-03-19,2015,1457.0,711.6,14.04,13.94,60.38,0
2015-03-20,2015,1442.0,703.69,15.04,13.78,62.0,0
2015-03-23,2015,1450.0,704.88,13.76,13.73,62.3,0
2015-03-24,2015,1469.0,713.59,13.02,13.56,61.62,0
2015-03-25,2015,1452.0,704.11,14.08,13.71,61.81,0
2015-03-26,2015,1457.0,705.85,14.22,13.58,61.99,0
2015-03-27,2015,1425.0,689.65,13.49,13.69,62.36,0
2015-03-30,2015,1520.0,732.92,13.89,13.45,61.84,0
2015-03-31,2015,1427.0,687.49,14.49,13.58,62.27,0
2015-04-01,2015,1447.0,696.04,15.42,13.53,62.3,0
2015-04-02,2015,1451.0,697.68,14.99,13.38,62.72,0
2015-04-03,2015,1503.0,722.4,14.06,13.51,63.76,0
2015-04-06,2015,1469.0,704.94,14.17,13.4,62.13,0
2015-04-07,2015,1492.0,715.71,13.65,13.32,62.57,0
2015-04-08,2015,1478.0,709.01,13.13,13.17,62.18,0
2015-04-09,2015,1475.0,706.83,14.57,13.28,62.34,0
2015-04-10,2015,1508.0,722.52,12.27,13.2,62.08,0
2015-04-13,2015,1499.0,717.02,15.17,13.11,61.94,0
2015-04-14,2015,1520.0,726.92,12.91,13.08,63.33,0
2015-04-15,2015,1532.0,732.47,12.55,13.05,62.94,0
2015-04-16,2015,1561.0,745.73,12.91,12.95,62.84,0
2015-04-17,2015,1507.0,719.75,14.06,12.87,62.38,0
2015-04-20,2015,1541.0,734.99,12.66,12.77,62.87,0
2015-04-21,2015,1547.0,737.22,13.67,12.9,62.36,0
2015-04-22,2015,1553.0,740.07,12.69,12.65,62.95,0
2015-04-23,2015,1607.0,765.15,13.69,12.88,63.16,0
2015-04-24,2015,1559.0,742.24,13.79,12.83,62.75,0
2015-04-27,2015,1529.0,727.03,14.73,12.68,62.73,0
2015-04-28,2015,1577.0,749.42,12.67,12.76,62.89,0
2015-04-29,2015,1583.0,751.99,12.58,12.63,63.58,0
2015-04-30,2015,1586.0,752.73,12.02,12.65,63.3,0
2015-05-01,2015,1581.0,750.26,12.95,12.43,62.42,0
2015-05-04,2015,1562.0,738.62,13.66,12.34,63.82,0
2015-05-05,2015,1626.0,767.97,11.96,12.47,63.8,0
2015-05-06,2015,1588.0,749.08,14.16,12.5,63.69,0
2015-05-07,2015,1575.0,742.41,11.18,12.52,64.51,0
2015-05-08,2015,1617.0,761.23,13.93,12.4,63.75,0
2015-05-11,2015,1552.0,728.17,13.4,12.36,64.17,0
2015-05-12,2015,1577.0,739.06,13.94,12.38,64.27,0
2015-05-13,2015,1540.0,720.78,12.96,12.29,64.55,0
2015-05-14,2015,1575.0,736.21,13.07,12.32,64.06,0
2015-05-15,2015,1537.0,717.71,11.19,12.16,63.91,0
2015-05-18,2015,1559.0,725.49,12.52,12.04,64.96,0
2015-05-19,2015,1584.0,736.43,13.8,12.11,65.01,0
2015-05-20,2015,1546.0,718.15,11.55,12.19,65.27,0
2015-05-21,2015,1502.0,696.74,13.52,12.04,64.89,0
2015-05-22,2015,1540.0,713.59,11.91,12.13,63.9,0
2015-05-25,2015,1540.0,711.33,11.98,11.92,65.05,0
2015-05-26,2015,1545.0,712.9,12.95,11.93,65.05,0
2015-05-27,2015,1553.0,715.78,11.39,11.97,65.75,0
2015-05-28,2015,1552.0,714.19,12.87,11.87,65.74,0
2015-05-29,2015,1519.0,698.15,13.79,11.86,65.57,0
2015-06-01,2015,1501.0,687.83,10.97,11.62,64.39,0
2015-06-02,2015,1496.0,684.33,11.66,11.88,65.15,0
2015-06-03,2015,1510.0,689.38,10.74,11.79,65.5,0
2015-06-04,2015,1531.0,698.13,12.35,11.7,65.62,0
2015-06-05,2015,1501.0,683.28,13.05,11.91,66.0,0
2015-06-08,2015,1518.0,687.58,13.41,11.65,67.03,0
2015-06-09,2015,1549.0,700.26,11.65,11.66,66.76,0
2015-06-10,2015,1530.0,690.45,11.18,11.6,65.97,0
2015-06-11,2015,1552.0,699.21,10.73,11.75,66.13,0
2015-06-12,2015,1533.0,689.61,11.64,11.76,66.19,0
2015-06-15,2015,1563.0,699.62,12.23,11.7,66.95,0
2015-06-16,2015,1546.0,691.05,13.48,11.69,67.55,0
2015-06-17,2015,1528.0,682.01,11.31,11.52,67.75,0
2015-06-18,2015,1585.0,706.08,12.97,11.68,67.14,0
2015-06-19,2015,1557.0,692.49,11.9,11.51,67.43,0
2015-06-22,2015,1575.0,697.02,13.03,11.36,68.69,0
2015-06-23,2015,1570.0,693.59,13.12,11.43,67.09,0
2015-06-24,2015,1596.0,704.22,12.97,11.47,68.35,0
2015-06-25,2015,1595.0,702.7,11.7,11.38,68.4,0
2015-06-26,2015,1603.0,704.73,11.33,11.43,68.06,0
2015-06-29,2015,1591.0,696.34,11.27,11.41,68.54,0
2015-06-30,2015,1604.0,700.79,11.06,11.38,68.89,0
2015-07-01,2015,1616.0,704.99,12.2,11.38,68.61,0
2015-07-02,2015,1637.0,713.93,13.13,11.3,68.43,0
2015-07-03,2015,1611.0,702.75,12.41,11.25,68.4,0
2015-07-06,2015,1583.0,689.87,11.33,11.16,69.86,0
2015-07-07,2015,1606.0,699.82,10.89,11.26,68.6,0
2015-07-08,2015,1596.0,695.55,12.34,11.21,68.96,0
2015-07-09,2015,1560.0,679.77,10.91,11.24,69.29,0
2015-07-10,2015,1562.0,680.39,10.43,11.07,68.76,0
2015-07-13,2015,1592.0,693.13,10.4,11.08,68.93,0
2015-07-14,2015,1592.0,693.19,12.7,11.23,69.19,0
2015-07-15,2015,1585.0,689.95,11.34,11.05,68.46,0
2015-07-16,2015,1607.0,699.12,13.22,11.16,68.1,0
2015-07-17,2015,1571.0,683.39,11.74,11.09,68.55,0
2015-07-20,2015,1559.0,677.79,12.36,11.06,69.95,0
2015-07-21,2015,1568.0,681.72,12.53,11.12,68.68,0
2015-07-22,2015,1571.0,682.85,12.81,11.11,69.08,0
2015-07-23,2015,1580.0,686.74,10.35,11.14,68.29,0
2015-07-24,2015,1565.0,680.04,10.76,11.0,69.77,0
2015-07-27,2015,1536.0,667.27,10.52,10.98,68.9,0
2015-07-28,2015,1527.0,663.23,11.65,11.13,68.82,0
2015-07-29,2015,1576.0,684.37,10.73,11.01,69.01,0
2015-07-30,2015,1551.0,673.52,11.94,11.05,70.5,0
2015-07-31,2015,1534.0,665.85,10.98,10.97,69.35,0
2015-08-03,2015,1589.0,687.78,12.77,11.03,69.21,0
2015-08-04,2015,1610.0,696.04,12.4,10.8,67.8,0
2015-08-05,2015,1582.0,683.09,12.36,11.09,70.23,0
